BasinID,X,Y,H,root_depth,competence,M_D,Dbh,area,strain,stable
2,483569.4,6989629.8,27.76,0.805,0.080078328,21.95732823,0.496563455,49.91046308,1.7,0
3,483888.6,6989494.2,27.58,0.785,0.025768212,7.945859856,0.491511554,49.48013656,0.6,0
4,483568.8,6989628,27.5,1.134,0.080736652,19.44929159,0.489272304,49.28917828,1.6,0
5,483887.4,6989494.2,27.04,0.971,0.025710855,7.369630976,0.476468998,48.19474728,0.6,0
6,483889.8,6989494.2,27.01,0.872,0.025710803,7.65388705,0.475638296,48.12358414,0.7,0
7,483935.4,6989520,26.68,1.156,0.094526593,23.15743092,0.466535448,47.34252099,2.1,0
8,483936,6989521.2,26.71,1.094,0.094725778,23.86950834,0.467360333,47.4133952,2.2,0
9,483934.8,6989521.8,26.59,1.139,0.091033788,22.40771223,0.464063976,47.13005672,2.1,0
10,483934.2,6989520.6,26.5,1.144,0.090676183,22.21358269,0.461597283,46.91783046,2.1,0
11,483870.6,6989532.6,26.55,1.417,0.028037515,6.432140784,0.462967078,47.03570452,0.6,0
12,483868.2,6989538.6,26.27,1.316,0.026222167,6.170968491,0.455315277,46.37655943,0.6,0
13,483871.2,6989530.8,26.14,1.562,0.028166281,6.10697905,0.45177845,46.07131618,0.6,0
14,483872.4,6989531.4,26.23,1.553,0.028279946,6.197173381,0.454225954,46.28258504,0.6,0
15,483919.2,6989463,26.06,0.907,0.031054635,11.29883842,0.449606933,45.88372372,1.2,0
16,483889.8,6989492.4,26.13,1.154,0.025868708,6.940408499,0.451506802,46.04785671,0.7,0
17,483889.8,6989495.4,26.07,0.886,0.026385195,7.840086888,0.449878164,45.90716236,0.8,0
18,483867,6989535.6,25.93,1.302,0.026462095,6.343010711,0.446086344,45.57929264,0.7,0
19,483868.2,6989535.6,25.93,1.316,0.026457984,6.301866182,0.446086344,45.57929264,0.7,0
20,483891,6989497.2,25.82,1.09,0.02538008,6.889113127,0.443115257,45.32209146,0.7,0
21,483861,6989503.8,25.81,1.28,0.029161006,7.254251503,0.442845516,45.2987275,0.8,0
22,483936.6,6989520,25.72,1.17,0.095127368,23.30873696,0.440420543,45.08858682,2.6,0
23,483869.4,6989535.6,25.76,1.347,0.026255914,6.13922982,0.441497711,45.18195267,0.7,0
24,483918.6,6989460,25.68,1.043,0.031267433,11.04362328,0.439344332,44.99526904,1.2,0
25,483890.4,6989490,25.61,1.167,0.026305324,7.006216311,0.437463271,44.83207874,0.8,0
26,483934.2,6989517.6,25.65,1.227,0.071233999,17.43141888,0.438537804,44.92531228,1.9,0
27,483568.8,6989632.2,25.67,0.631,0.108035707,31.67084476,0.43907543,44.97194711,3.5,0
28,483919.8,6989460,25.5,1.045,0.030976566,10.85844156,0.434513255,44.57593522,1.2,0
29,483889.8,6989497.2,25.56,1.031,0.02637817,7.401112641,0.436121454,44.71560461,0.8,0
30,483883.2,6989467.8,25.46,1.942,0.029380196,7.011123843,0.433442323,44.48288272,0.8,0
31,483888,6989496.6,25.4,0.948,0.02620548,7.546078066,0.43183773,44.34339473,0.9,0
32,483890.4,6989481.6,25.35,2.001,0.028365371,6.238703628,0.430502223,44.22723804,0.7,0
33,483893.4,6989490.6,25.27,0.858,0.025983972,7.707560523,0.428368545,44.04154512,0.9,0
34,483933.6,6989522.4,25.27,1.197,0.090075459,21.42163443,0.428368545,44.04154512,2.5,0
35,483853.2,6989545.8,25.36,1.182,0.024746357,6.158656026,0.430769204,44.25046331,0.7,0
36,483921,6989462.4,25.16,0.92,0.024548835,8.991972554,0.425441041,43.78653512,1.1,0
37,483894.6,6989490.6,25.25,0.837,0.025965554,7.758152557,0.427835728,43.99515227,0.9,0
38,483937.2,6989521.2,25.17,1.082,0.095242508,24.23414205,0.425706876,43.80970262,2.9,0
39,483885.6,6989455.2,25.06,1.517,0.02716093,8.038630638,0.422786017,43.55502796,1,0
40,483920.4,6989461.2,25.14,0.97,0.024509427,8.866644332,0.424909552,43.74020927,1.1,0
41,483933.6,6989519.4,25.13,1.172,0.07138038,17.88033329,0.424643899,43.71705092,2.2,0
42,483870,6989530.2,25.11,1.532,0.028265517,6.223108562,0.424112773,43.67074338,0.8,0
43,483873,6989532.6,25.04,1.521,0.028180177,6.220000565,0.422255739,43.50876318,0.8,0
44,483939,6989411.4,24.94,1.173,0.048193152,17.06615263,0.41960798,43.27762296,2.2,0
45,483883.2,6989465.4,24.97,1.903,0.029474489,7.220957746,0.420401671,43.34693286,0.9,0
46,483934.8,6989515.8,24.98,1.295,0.070785137,16.72759696,0.420666356,43.37004229,2.1,0
47,483931.8,6989526.6,25.02,1.259,0.085398642,21.49008599,0.421725702,43.46251064,2.7,0
48,483869.4,6989538,25.03,1.321,0.026688654,6.383448092,0.42199069,43.48563538,0.8,0
49,483814.8,6989611.8,25.01,1.844,0.043572753,7.45321972,0.421460775,43.43938896,0.9,0
50,483908.4,6989423.4,24.84,1.335,0.031441518,10.62012687,0.416966286,43.04678941,1.4,0
51,483903.6,6989426.4,24.91,1.158,0.020972077,7.579440125,0.418814834,43.20834065,1,0
52,483884.4,6989455.2,24.88,1.43,0.028025701,8.514919402,0.418022235,43.13908598,1.1,0
53,483874.2,6989532,24.86,1.483,0.027963475,6.228263179,0.417494139,43.09293155,0.8,0
54,483813,6989613.6,24.87,1.928,0.043299012,7.005112628,0.417758156,43.11600723,0.9,0
55,483908.4,6989422.2,24.72,1.407,0.032110287,10.72944171,0.413804273,42.77019515,1.4,0
56,483921,6989460,24.77,1.067,0.024010312,8.348424933,0.415120714,42.88538885,1.1,0
57,483883.8,6989469,24.72,1.977,0.029852707,7.063442451,0.413804273,42.77019515,0.9,0
58,483862.8,6989503.8,24.79,1.242,0.029260525,7.42321465,0.415647716,42.93148791,1,0
59,483934.8,6989523,24.72,1.165,0.092408367,22.80017054,0.413804273,42.77019515,3,0
60,483627.6,6989641.2,24.79,0.942,0.101154052,25.59217793,0.415647716,42.93148791,3.3,0
61,483957.6,6989409,24.67,1.244,0.059126167,20.70261928,0.412489354,42.65507857,2.7,0
62,483958.8,6989409,24.67,1.277,0.059103294,20.51014811,0.412489354,42.65507857,2.7,0
63,483879.6,6989461.2,24.67,1.578,0.03272875,9.300755167,0.412489354,42.65507857,1.2,0
64,483922.2,6989462.4,24.67,0.919,0.024615751,9.018059681,0.412489354,42.65507857,1.2,0
65,483883.8,6989463.6,24.67,1.924,0.029581507,7.286951655,0.412489354,42.65507857,1,0
66,483889.8,6989484,24.62,1.812,0.028902504,6.408671273,0.411175959,42.54003922,0.9,0
67,483893.4,6989488.2,24.61,1.005,0.027662255,7.923183237,0.410913463,42.51704063,1.1,0
68,483862.8,6989499,24.63,1.245,0.029738605,7.713495383,0.411438516,42.56304091,1,0
69,483844.2,6989510.4,24.67,0.796,0.038215316,11.51280572,0.412489354,42.65507857,1.5,0
70,483876.6,6989528.4,24.61,1.341,0.028360174,6.839795231,0.410913463,42.51704063,0.9,0
71,483865.2,6989536.2,24.68,1.34,0.026932769,6.438938834,0.412752216,42.67809571,0.9,0
72,483813.6,6989612.4,24.7,1.906,0.044000965,7.356821372,0.413278123,42.72413925,1,0
73,483573,6989628.6,24.64,0.955,0.075440871,19.76210263,0.411701134,42.58604569,2.6,0
74,483655.2,6989640,24.65,1.802,0.052104019,9.146162103,0.411963813,42.60905356,1.2,0
75,483858,6989463,24.55,1.917,0.049735462,12.12107893,0.409339767,42.37911408,1.6,0
76,483888,6989489.4,24.58,1.344,0.027363729,6.860827521,0.41012634,42.44806342,0.9,0
77,483891.6,6989494.2,24.56,0.973,0.026423586,7.573542802,0.409601897,42.4020941,1,0
78,483932.4,6989517.6,24.6,1.185,0.071434386,17.81506803,0.410651028,42.49404513,2.4,0
79,483810,6989612.4,24.53,1.968,0.043665223,6.959933957,0.40881569,42.33316335,0.9,0
80,483907.2,6989422.8,24.4,1.59,0.031495949,9.72341662,0.40541515,42.03478626,1.4,0
81,483903,6989425.2,24.49,1.274,0.021072967,7.376895965,0.407768269,42.24129911,1,0
82,483924,6989463,24.45,0.905,0.024324602,8.881711987,0.406721827,42.14948454,1.2,0
83,483855,6989469.6,24.48,1.479,0.036459338,10.17633193,0.407506567,42.21834081,1.4,0
84,483892.2,6989496.6,24.4,1.103,0.025624553,6.957388093,0.40541515,42.03478626,1,0
85,483864,6989502.6,24.44,1.207,0.029543382,7.687422282,0.406460369,42.12653867,1.1,0
86,483935.4,6989517.6,24.39,1.256,0.075431258,18.04446712,0.405153998,42.01185594,2.5,0
87,483867.6,6989532.6,24.44,1.278,0.027004326,6.598321474,0.406460369,42.12653867,0.9,0
88,483853.2,6989543.4,24.46,1.116,0.02370502,6.099978236,0.406983346,42.17243353,0.8,0
89,483814.2,6989613.6,24.48,1.9,0.04359313,7.229517165,0.407506567,42.21834081,1,0
90,483655.8,6989638.2,24.44,1.697,0.047545096,8.717789449,0.406460369,42.12653867,1.2,0
91,483657,6989638.8,24.4,1.708,0.047458805,8.636406608,0.40541515,42.03478626,1.2,0
92,483952.8,6989407.2,24.32,1.347,0.064018908,21.017505,0.40332765,41.85143089,3,0
93,483936.6,6989413.8,24.32,1.093,0.048019711,17.3603786,0.40332765,41.85143089,2.5,0
94,483926.4,6989416.8,24.39,1.173,0.039390353,14.05137695,0.405153998,42.01185594,2,0
95,483905.4,6989425.2,24.38,1.258,0.017543538,6.19203747,0.404892907,41.98892873,0.9,0
96,483886.8,6989456.4,24.33,1.726,0.026836749,7.209240307,0.403588373,41.8743394,1,0
97,483919.8,6989465.4,24.34,0.85,0.031444859,11.56091569,0.403849158,41.89725104,1.6,0
98,483881.4,6989467.2,24.39,1.795,0.029451661,7.45258276,0.405153998,42.01185594,1,0
99,483854.4,6989545.8,24.38,1.219,0.024859549,6.107965659,0.404892907,41.98892873,0.9,0
100,483843,6989551.8,24.3,1.214,0.024600213,6.080485129,0.402806388,41.80562322,0.9,0
101,483709.8,6989649,24.3,2.007,0.070129632,10.47400659,0.402806388,41.80562322,1.5,0
102,483922.8,6989422.2,24.24,1.121,0.029697104,11.40349431,0.401244075,41.66827512,1.6,0
103,483883.2,6989460.6,24.24,1.78,0.029817707,7.881222479,0.401244075,41.66827512,1.1,0
104,483882,6989461.8,24.23,1.811,0.029788615,7.757557748,0.400983904,41.64539471,1.1,0
105,483922.2,6989464.2,24.2,0.869,0.024722542,9.162475244,0.40020376,41.57677223,1.3,0
106,483884.4,6989465.4,24.2,1.943,0.029922319,7.29539716,0.40020376,41.57677223,1.1,0
107,483915.6,6989467.2,24.22,0.905,0.032144823,11.67997876,0.400723795,41.62251742,1.7,0
108,483853.2,6989479.8,24.18,0.845,0.028072398,8.660478908,0.399683971,41.53103956,1.3,0
109,483891.6,6989488.8,24.23,1.186,0.027830362,7.474171554,0.400983904,41.64539471,1.1,0
110,483933,6989527.2,24.28,1.122,0.084732417,22.37645785,0.402285372,41.75982803,3.2,0
111,483868.8,6989531.4,24.27,1.359,0.026770521,6.305172195,0.402024955,41.73693512,0.9,0
112,483868.8,6989533.8,24.18,1.328,0.027363147,6.607996726,0.399683971,41.53103956,1,0
113,483709.8,6989647.2,24.19,2.254,0.071348375,9.44051659,0.399943835,41.55390433,1.4,0
114,483916.8,6989461.8,24.12,0.974,0.031389737,11.21131986,0.39812608,41.39391671,1.6,0
115,483859.2,6989462.4,24.1,1.792,0.050048774,12.92879621,0.397607275,41.34823418,1.9,0
116,483888,6989490.6,24.1,1.3,0.026022519,6.600546383,0.397607275,41.34823418,1,0
117,483873.6,6989530.2,24.12,1.624,0.02838557,6.04612462,0.39812608,41.39391671,0.9,0
118,483839.4,6989553,24.17,1.517,0.024192324,5.35945251,0.399424169,41.50817792,0.8,0
119,483655.2,6989635.8,24.13,1.449,0.048166299,10.07184892,0.398385575,41.41676268,1.5,0
120,483712.2,6989651.4,24.16,1.467,0.076606859,15.57315366,0.399164428,41.48531941,2.3,0
121,483935.4,6989413.8,24.03,1.099,0.048661264,17.6762826,0.395793397,41.18844419,2.6,0
122,483937.8,6989414.4,24.02,1.068,0.048654551,17.85247145,0.395534518,41.16562962,2.7,0
123,483936,6989415,24.01,1.1,0.026823087,10.20427466,0.395275701,41.14281819,1.5,0
124,483927.6,6989415.6,23.98,1.238,0.039623976,13.8676361,0.394499619,41.07440279,2.1,0
125,483928.2,6989417.4,23.98,1.103,0.039694012,14.5320635,0.394499619,41.07440279,2.2,0
126,483920.4,6989420.4,23.96,1.213,0.029187197,10.76097239,0.393982539,41.02880826,1.6,0
127,483921.6,6989422.2,24,1.136,0.029283325,11.08974066,0.395016945,41.12000991,1.7,0
128,483884.4,6989454,23.95,1.274,0.024499973,7.955808821,0.393724092,41.00601572,1.2,0
129,483915.6,6989462.4,24.06,0.939,0.031291361,11.2111478,0.396570404,41.25690677,1.7,0
130,483918,6989463,23.98,0.923,0.031159677,11.20092139,0.394499619,41.07440279,1.7,0
131,483882.6,6989463.6,24.03,1.923,0.029449463,7.219772865,0.395793397,41.18844419,1.1,0
132,483886.2,6989468.4,24.01,2.182,0.028526244,6.11387151,0.395275701,41.14281819,0.9,0
133,483896.4,6989474.4,23.97,1.416,0.024534637,7.126291435,0.394241048,41.05160395,1.1,0
134,483865.2,6989502.6,24.01,1.153,0.027103305,7.259071858,0.395275701,41.14281819,1.1,0
135,483931.8,6989529.6,23.97,1.175,0.085645848,22.30955713,0.394241048,41.05160395,3.4,0
136,483862.8,6989539.2,24.03,1.041,0.025017838,6.739243687,0.395793397,41.18844419,1,0
137,483868.2,6989540.4,24.03,1.305,0.024307001,5.876625737,0.395793397,41.18844419,0.9,0
138,483852,6989542.8,24.02,1.126,0.023823126,6.123308823,0.395534518,41.16562962,0.9,0
139,483848.4,6989544,24.02,1.31,0.024142834,5.758067154,0.395534518,41.16562962,0.9,0
140,483852,6989544.6,23.96,1.167,0.02374131,5.983148609,0.393982539,41.02880826,0.9,0
141,483869.4,6989559,23.98,1.431,0.027228495,6.105360067,0.394499619,41.07440279,0.9,0
142,483655.8,6989637,23.96,1.564,0.04773935,9.381718054,0.393982539,41.02880826,1.4,0
143,483711,6989651.4,24.01,1.53,0.07603631,14.89638484,0.395275701,41.14281819,2.2,0
144,483720.6,6989653.8,24.05,1.037,0.067296217,16.66959302,0.39631134,41.23408276,2.5,0
145,483921.6,6989420.4,23.88,1.197,0.029062017,10.73647113,0.391916689,40.84655623,1.7,0
146,483880.8,6989461.2,23.85,1.673,0.029273852,7.927489901,0.391143014,40.77826379,1.2,0
147,483879,6989462.4,23.94,1.698,0.032367504,8.6267536,0.393465706,40.98322633,1.3,0
148,483861.6,6989466.6,23.89,1.064,0.0396503,13.03420767,0.392174704,40.86932669,2,0
149,483855.6,6989471.4,23.9,1.071,0.037013904,11.6421792,0.392432781,40.89210031,1.8,0
150,483900,6989473.2,23.89,1.034,0.017162093,5.773215855,0.392174704,40.86932669,0.9,0
151,483859.8,6989476.2,23.92,0.781,0.03188742,10.51907483,0.39294912,40.93765702,1.6,0
152,483886.8,6989488.2,23.92,1.383,0.027199555,6.666438046,0.39294912,40.93765702,1,0
153,483895.2,6989494.2,23.84,1.181,0.027183962,7.092108951,0.390885246,40.75550596,1.1,0
154,483843,6989511,23.89,0.929,0.037687076,10.66874111,0.392174704,40.86932669,1.6,0
155,483933,6989516.4,23.9,1.25,0.070852336,17.06680944,0.392432781,40.89210031,2.6,0
156,483846,6989541.6,23.88,1.186,0.024010641,5.994622144,0.391916689,40.84655623,0.9,0
157,483804,6989589.6,23.91,0.842,0.037840433,10.03261601,0.392690919,40.91487709,1.5,0
158,483815.4,6989613.6,23.94,1.885,0.041593877,6.982885879,0.393465706,40.98322633,1.1,0
159,483626.4,6989642.4,23.93,0.784,0.102428197,27.84455067,0.393207382,40.9604401,4.2,0
160,483696.6,6989649.6,23.87,1.194,0.070427336,15.92206644,0.391658735,40.82378892,2.5,0
