BasinID,X,Y,H,root_depth,competence,M_D,Dbh,area,strain,stable
2,483569.4,6989629.8,27.76,0.845,0.088843879,38.37400143,0.496563455,49.91046308,3,0
3,483888.6,6989494.2,27.58,0.821,0.026502665,13.27408501,0.491511554,49.48013656,1.1,0
4,483568.8,6989628,27.5,1.178,0.089587972,35.01251017,0.489272304,49.28917828,2.8,0
5,483887.4,6989494.2,27.04,1.008,0.026408954,12.49935663,0.476468998,48.19474728,1.1,0
6,483889.8,6989494.2,27.01,0.908,0.026410529,12.85867855,0.475638296,48.12358414,1.1,0
7,483935.4,6989520,26.68,1.202,0.112626258,47.10462128,0.466535448,47.34252099,4.4,0
8,483936,6989521.2,26.71,1.139,0.112929059,48.22231233,0.467360333,47.4133952,4.4,0
9,483934.8,6989521.8,26.59,1.184,0.108219572,45.36525883,0.464063976,47.13005672,4.3,0
10,483934.2,6989520.6,26.5,1.189,0.107704414,44.98110168,0.461597283,46.91783046,4.3,0
11,483870.6,6989532.6,26.55,1.46,0.028176975,11.2455412,0.462967078,47.03570452,1.1,0
12,483868.2,6989538.6,26.27,1.357,0.026466191,10.74135501,0.455315277,46.37655943,1.1,0
13,483871.2,6989530.8,26.14,1.607,0.028305107,10.8229461,0.45177845,46.07131618,1.1,0
14,483872.4,6989531.4,26.23,1.598,0.028445869,10.96388444,0.454225954,46.28258504,1.1,0
15,483919.2,6989463,26.06,0.936,0.033998597,19.27480137,0.449606933,45.88372372,2,0
16,483889.8,6989492.4,26.13,1.192,0.0265607,11.92274278,0.451506802,46.04785671,1.2,0
17,483889.8,6989495.4,26.07,0.921,0.027046846,13.1052101,0.449878164,45.90716236,1.4,0
18,483867,6989535.6,25.93,1.342,0.026743371,10.98380964,0.446086344,45.57929264,1.2,0
19,483868.2,6989535.6,25.93,1.357,0.026737475,10.93028078,0.446086344,45.57929264,1.2,0
20,483891,6989497.2,25.82,1.126,0.026352857,11.92566951,0.443115257,45.32209146,1.3,0
21,483861,6989503.8,25.81,1.318,0.031104811,13.15117218,0.442845516,45.2987275,1.4,0
22,483936.6,6989520,25.72,1.215,0.113332829,47.21214999,0.440420543,45.08858682,5.2,0
23,483869.4,6989535.6,25.76,1.388,0.026489411,10.6770264,0.441497711,45.18195267,1.2,0
24,483918.6,6989460,25.68,1.072,0.034246964,18.94471771,0.439344332,44.99526904,2.1,0
25,483890.4,6989490,25.61,1.204,0.027304219,12.17146676,0.437463271,44.83207874,1.4,0
26,483934.2,6989517.6,25.65,1.268,0.085477645,35.62862688,0.438537804,44.92531228,4,0
27,483568.8,6989632.2,25.67,0.675,0.104854628,47.59349758,0.43907543,44.97194711,5.3,0
